,0
2012-03-05,"['002216.SZ', '600252.SH', '002327.SZ', '600750.SH', '000538.SZ', '600594.SH', '600079.SH', '002238.SZ', '600298.SH', '600436.SH', '002032.SZ', '300130.SZ', '002415.SZ', '002236.SZ', '300133.SZ', '000963.SZ', '000869.SZ', '000895.SZ', '002293.SZ', '002099.SZ', '002063.SZ', '000063.SZ', '300157.SZ', '600535.SH', '002481.SZ', '000639.SZ', '002050.SZ', '600276.SH', '002397.SZ', '600312.SH', '000999.SZ', '300134.SZ', '300036.SZ', '600406.SH', '600859.SH', '002029.SZ', '002587.SZ', '000566.SZ', '002098.SZ', '002310.SZ', '300054.SZ', '002311.SZ', '000501.SZ', '600617.SH', '002583.SZ', '300225.SZ', '002049.SZ', '000423.SZ', '600766.SH', '600267.SH', '600327.SH', '002595.SZ', '002255.SZ', '300115.SZ', '300214.SZ', '002353.SZ', '300101.SZ', '600519.SH', '600967.SH', '300126.SZ', '300006.SZ', '300031.SZ', '000028.SZ', '300020.SZ', '002249.SZ', '000661.SZ', '300171.SZ', '300075.SZ', '300055.SZ', '002419.SZ', '601933.SH', '600517.SH', '300210.SZ', '600805.SH', '300024.SZ', '300037.SZ', '002154.SZ', '002582.SZ', '002603.SZ', '600521.SH', '000858.SZ', '600422.SH', '000420.SZ', '300105.SZ', '600763.SH', '300015.SZ', '002004.SZ', '600027.SH', '300188.SZ', '002157.SZ', '601208.SH', '000826.SZ', '600587.SH', '300027.SZ', '000811.SZ', '002078.SZ', '000568.SZ', '002159.SZ', '300124.SZ', '300270.SZ', '000848.SZ', '002140.SZ', '600050.SH', '002262.SZ', '300012.SZ', '002294.SZ', '002277.SZ', '000650.SZ', '300103.SZ', '600315.SH', '002565.SZ', '601010.SH', '002474.SZ', '002563.SZ', '300169.SZ', '600028.SH', '300108.SZ', '600551.SH', '300005.SZ', '600600.SH', '600688.SH', '300070.SZ', '002557.SZ', '000400.SZ', '300142.SZ', '601006.SH', '000596.SZ', '600354.SH', '300207.SZ', '600694.SH', '600691.SH', '601888.SH', '002065.SZ', '002640.SZ', '600236.SH', '600682.SH', '300138.SZ', '600847.SH', '300025.SZ', '600871.SH', '002269.SZ', '600016.SH', '601336.SH', '600900.SH', '600597.SH', '600019.SH', '300232.SZ', '000581.SZ', '002317.SZ', '000573.SZ', '000898.SZ', '600372.SH', '600795.SH', '002241.SZ', '601288.SH', '600604.SH', '600036.SH', '600887.SH', '600137.SH', '600228.SH', '600085.SH', '300046.SZ', '600238.SH', '600080.SH', '600271.SH', '600729.SH', '600543.SH', '600499.SH', '600490.SH', '601988.SH', '300045.SZ', '601628.SH', '601000.SH', '300144.SZ', '002485.SZ', '002027.SZ', '002014.SZ', '600827.SH', '002141.SZ', '300072.SZ', '600177.SH', '300099.SZ', '002020.SZ', '600897.SH', '002561.SZ', '000972.SZ', '601333.SH', '600138.SH', '600557.SH', '002069.SZ', '600742.SH', '601857.SH', '002422.SZ', '601398.SH', '002344.SZ', '002054.SZ', '600000.SH', '002519.SZ', '300083.SZ', '300082.SZ', '002448.SZ', '600642.SH', '300266.SZ', '002503.SZ', '002223.SZ', '601007.SH', '600201.SH', '000430.SZ', '000876.SZ', '002437.SZ', '002273.SZ', '300216.SZ', '300234.SZ', '002187.SZ']"
2012-03-12,"['000716.SZ', '002216.SZ', '002063.SZ', '002327.SZ', '000869.SZ', '002587.SZ', '000538.SZ', '000895.SZ', '002293.SZ', '002415.SZ', '300214.SZ', '002032.SZ', '002157.SZ', '600436.SH', '000963.SZ', '600271.SH', '000420.SZ', '601628.SH', '002262.SZ', '600276.SH', '000501.SZ', '600805.SH', '600238.SH', '300024.SZ', '600967.SH', '002249.SZ', '002098.SZ', '002099.SZ', '600750.SH', '300006.SZ', '600267.SH', '600252.SH', '000848.SZ', '600312.SH', '600594.SH', '600859.SH', '300105.SZ', '600028.SH', '300036.SZ', '600587.SH', '300054.SZ', '000423.SZ', '002397.SZ', '600847.SH', '000581.SZ', '300015.SZ', '002187.SZ', '600691.SH', '002250.SZ', '601010.SH', '002236.SZ', '002255.SZ', '600372.SH', '000898.SZ', '601288.SH', '600519.SH', '601006.SH', '002029.SZ', '600795.SH', '600875.SH', '600050.SH', '600521.SH', '600397.SH', '600298.SH', '600027.SH', '002054.SZ', '000811.SZ', '600228.SH', '000972.SZ', '600327.SH', '000566.SZ', '600535.SH', '600886.SH', '002065.SZ', '600600.SH', '600900.SH', '002317.SZ', '600729.SH', '600354.SH', '002311.SZ', '300037.SZ', '601601.SH', '002419.SZ', '600315.SH', '601336.SH', '002200.SZ', '002277.SZ', '600137.SH', '002561.SZ', '600036.SH', '600079.SH', '000661.SZ', '600811.SH', '600236.SH', '300133.SZ', '300138.SZ', '601988.SH', '000789.SZ', '600080.SH', '601888.SH', '000639.SZ', '600019.SH', '002209.SZ', '601939.SH', '000027.SZ', '000919.SZ', '300099.SZ', '600016.SH', '600406.SH', '600759.SH', '600307.SH', '601398.SH', '600655.SH', '300070.SZ', '600604.SH', '601333.SH', '600015.SH', '002238.SZ', '002153.SZ', '000858.SZ', '000568.SZ', '000430.SZ', '002004.SZ', '300188.SZ', '002582.SZ', '002269.SZ', '002583.SZ', '601919.SH', '002191.SZ', '600098.SH', '600295.SH', '000729.SZ', '601208.SH', '002535.SZ', '600135.SH', '300082.SZ', '600642.SH', '600172.SH', '002140.SZ', '600009.SH', '002223.SZ', '601727.SH', '600479.SH', '600887.SH', '002345.SZ', '600863.SH', '601328.SH', '600741.SH', '600000.SH', '601717.SH', '002038.SZ', '601009.SH', '002612.SZ', '601857.SH', '002422.SZ', '300283.SZ', '002316.SZ', '000513.SZ', '002385.SZ', '600664.SH', '600269.SH', '600754.SH', '000530.SZ', '000520.SZ', '601898.SH', '300199.SZ', '300190.SZ', '002194.SZ', '002154.SZ', '601818.SH', '000825.SZ', '601998.SH', '002474.SZ', '600827.SH', '601088.SH', '300196.SZ', '002014.SZ', '300097.SZ', '300232.SZ', '000417.SZ', '600396.SH', '600897.SH', '600320.SH', '002593.SZ', '601186.SH', '000951.SZ', '300045.SZ', '000600.SZ', '002159.SZ', '600597.SH', '601318.SH', '002102.SZ', '600509.SH', '000623.SZ', '002437.SZ', '600021.SH', '000999.SZ', '000539.SZ', '002329.SZ', '000916.SZ', '600582.SH', '600085.SH', '300144.SZ', '300284.SZ', '002485.SZ', '600070.SH', '000806.SZ', '002481.SZ', '300027.SZ', '002559.SZ', '600012.SH', '300068.SZ', '300075.SZ', '300126.SZ']"
2012-03-19,"['000895.SZ', '600135.SH', '002216.SZ', '000538.SZ', '000963.SZ', '601628.SH', '002032.SZ', '300006.SZ', '000420.SZ', '002262.SZ', '002415.SZ', '002250.SZ', '600271.SH', '002316.SZ', '600276.SH', '300214.SZ', '002293.SZ', '002063.SZ', '000869.SZ', '300024.SZ', '600372.SH', '601601.SH', '601717.SH', '600436.SH', '600327.SH', '600691.SH', '002098.SZ', '002327.SZ', '002535.SZ', '002157.SZ', '601288.SH', '600795.SH', '600587.SH', '600600.SH', '600028.SH', '600315.SH', '000892.SZ', '300105.SZ', '300015.SZ', '002277.SZ', '601006.SH', '000715.SZ', '600309.SH', '600036.SH', '600559.SH', '600228.SH', '000415.SZ', '600729.SH', '601398.SH', '600050.SH', '601919.SH', '600900.SH', '600027.SH', '000530.SZ', '600009.SH', '002345.SZ', '600080.SH', '601939.SH', '300070.SZ', '601009.SH', '600016.SH', '000581.SZ', '600519.SH', '601328.SH', '002015.SZ', '300286.SZ', '000729.SZ', '601186.SH', '600805.SH', '601333.SH', '600406.SH', '000001.SZ', '300196.SZ', '002065.SZ', '002153.SZ', '601336.SH', '000811.SZ', '600642.SH', '600000.SH', '600811.SH', '600547.SH', '600535.SH', '002498.SZ', '600655.SH', '600886.SH', '600859.SH', '300114.SZ', '600267.SH', '000525.SZ', '002255.SZ', '000955.SZ', '002612.SZ', '600019.SH', '600887.SH', '300126.SZ', '000423.SZ', '600015.SH', '002385.SZ', '000989.SZ', '002317.SZ', '002113.SZ', '600098.SH', '002194.SZ', '601010.SH', '000027.SZ', '000430.SZ', '002249.SZ', '600604.SH', '601888.SH', '000417.SZ', '601988.SH', '002236.SZ', '000951.SZ', '002582.SZ', '600355.SH', '600847.SH', '600763.SH', '002511.SZ', '300204.SZ', '600376.SH', '000898.SZ', '600104.SH', '601318.SH', '600397.SH', '002398.SZ', '300188.SZ', '000705.SZ', '300099.SZ', '600157.SH', '600382.SH', '601898.SH', '601998.SH', '002123.SZ', '002588.SZ', '601857.SH', '300138.SZ', '300212.SZ', '300068.SZ', '000983.SZ', '600298.SH', '600299.SH', '000826.SZ', '000812.SZ', '601991.SH', '002474.SZ', '000501.SZ', '300283.SZ', '600137.SH', '600827.SH', '002209.SZ', '600269.SH', '002187.SZ', '002029.SZ', '300195.SZ', '300097.SZ', '002124.SZ', '000726.SZ', '600750.SH', '002574.SZ', '601818.SH', '600377.SH', '002419.SZ', '002336.SZ', '600812.SH', '600509.SH', '000856.SZ', '601390.SH', '002022.SZ', '600757.SH', '000876.SZ', '000916.SZ', '600785.SH', '002191.SZ', '600754.SH', '000661.SZ', '000506.SZ', '002305.SZ', '000906.SZ', '002437.SZ', '601088.SH', '600664.SH', '300257.SZ', '300036.SZ', '601872.SH', '600759.SH', '002520.SZ', '600379.SH', '600373.SH', '300101.SZ', '002140.SZ', '000568.SZ', '600365.SH', '002372.SZ', '600361.SH', '600737.SH', '000919.SZ', '002099.SZ', '300020.SZ', '600884.SH', '600048.SH', '000513.SZ', '002154.SZ', '002142.SZ', '600275.SH', '002591.SZ', '300280.SZ', '002235.SZ', '300144.SZ', '002397.SZ', '002559.SZ', '601669.SH', '600726.SH', '600628.SH', '600182.SH']"
2012-03-26,"['000420.SZ', '002293.SZ', '000538.SZ', '002262.SZ', '601628.SH', '000963.SZ', '600691.SH', '600271.SH', '002316.SZ', '002250.SZ', '600135.SH', '002032.SZ', '600694.SH', '000895.SZ', '600276.SH', '601601.SH', '600887.SH', '002327.SZ', '300006.SZ', '600372.SH', '002216.SZ', '002113.SZ', '300024.SZ', '000869.SZ', '002474.SZ', '002415.SZ', '000697.SZ', '600327.SH', '300015.SZ', '002305.SZ', '300070.SZ', '002475.SZ', '002535.SZ', '600763.SH', '601288.SH', '000726.SZ', '600535.SH', '600436.SH', '300196.SZ', '600309.SH', '600036.SH', '601398.SH', '600547.SH', '601939.SH', '000953.SZ', '600315.SH', '000530.SZ', '300144.SZ', '002157.SZ', '000892.SZ', '601006.SH', '002312.SZ', '002345.SZ', '000821.SZ', '600559.SH', '601318.SH', '600900.SH', '000856.SZ', '300257.SZ', '002063.SZ', '600016.SH', '601328.SH', '002015.SZ', '000525.SZ', '002421.SZ', '600696.SH', '300214.SZ', '601009.SH', '300027.SZ', '300286.SZ', '002191.SZ', '600027.SH', '600050.SH', '600009.SH', '002065.SZ', '600028.SH', '600795.SH', '002450.SZ', '002588.SZ', '000705.SZ', '002123.SZ', '601336.SH', '300126.SZ', '002511.SZ', '300188.SZ', '002591.SZ', '600000.SH', '000415.SZ', '002124.SZ', '002314.SZ', '600835.SH', '600376.SH', '601919.SH', '002255.SZ', '002498.SZ', '000826.SZ', '000691.SZ', '600015.SH', '601186.SH', '002013.SZ', '601799.SH', '601717.SH', '000001.SZ', '600600.SH', '000906.SZ', '300202.SZ', '600751.SH', '600884.SH', '600019.SH', '000983.SZ', '600157.SH', '600519.SH', '002559.SZ', '601519.SH', '600805.SH', '600252.SH', '600742.SH', '600811.SH', '601988.SH', '600812.SH', '002153.SZ', '600642.SH', '002582.SZ', '000989.SZ', '601390.SH', '600137.SH', '600793.SH', '600406.SH', '300097.SZ', '600894.SH', '300010.SZ', '000733.SZ', '300105.SZ', '601100.SH', '601857.SH', '300270.SZ', '000811.SZ', '600587.SH', '002099.SZ', '000916.SZ', '601898.SH', '600377.SH', '002232.SZ', '002398.SZ', '002277.SZ', '600269.SH', '600080.SH', '601208.SH', '002036.SZ', '300124.SZ', '600847.SH', '000581.SZ', '000898.SZ', '300283.SZ', '000729.SZ', '002528.SZ', '600048.SH', '002194.SZ', '002572.SZ', '600873.SH', '600604.SH', '000423.SZ', '002372.SZ', '002612.SZ', '300114.SZ', '601088.SH', '600785.SH', '000753.SZ', '601818.SH', '600004.SH', '300099.SZ', '000812.SZ', '002108.SZ', '002336.SZ', '300047.SZ', '600628.SH', '600664.SH', '002350.SZ', '000017.SZ', '002022.SZ', '600764.SH', '600468.SH', '600717.SH', '300182.SZ', '600238.SH', '600295.SH', '600726.SH', '002104.SZ', '600886.SH', '600299.SH', '601899.SH', '000980.SZ', '600963.SH', '600580.SH', '002098.SZ', '002142.SZ', '600888.SH', '600692.SH', '002574.SZ', '300212.SZ', '002141.SZ', '000027.SZ', '600495.SH', '600104.SH', '600371.SH', '600176.SH', '601333.SH', '300280.SZ', '600879.SH', '600584.SH', '002627.SZ', '002422.SZ', '601117.SH']"
2012-03-30,"['002262.SZ', '600223.SH', '300024.SZ', '300097.SZ', '600271.SH', '300010.SZ', '600751.SH', '002293.SZ', '000538.SZ', '600276.SH', '600535.SH', '002277.SZ', '002475.SZ', '002147.SZ', '600887.SH', '601628.SH', '002591.SZ', '002113.SZ', '600812.SH', '002157.SZ', '002250.SZ', '002032.SZ', '000420.SZ', '300015.SZ', '600764.SH', '600710.SH', '000691.SZ', '002312.SZ', '000821.SZ', '300006.SZ', '600309.SH', '002474.SZ', '002211.SZ', '300070.SZ', '600694.SH', '002036.SZ', '300020.SZ', '300196.SZ', '600372.SH', '002327.SZ', '002345.SZ', '601601.SH', '002281.SZ', '600327.SH', '600252.SH', '000963.SZ', '600076.SH', '002255.SZ', '000869.SZ', '601318.SH', '000415.SZ', '600587.SH', '000892.SZ', '300275.SZ', '600805.SH', '600763.SH', '300116.SZ', '300182.SZ', '002216.SZ', '000733.SZ', '300205.SZ', '601100.SH', '600315.SH', '000953.SZ', '600135.SH', '300040.SZ', '002191.SZ', '002013.SZ', '002568.SZ', '300144.SZ', '601288.SH', '601390.SH', '600016.SH', '600547.SH', '002535.SZ', '600559.SH', '600036.SH', '300027.SZ', '300082.SZ', '600050.SH', '000726.SZ', '600028.SH', '300124.SZ', '002422.SZ', '600703.SH', '002435.SZ', '601398.SH', '002370.SZ', '002588.SZ', '601328.SH', '002305.SZ', '600900.SH', '002316.SZ', '300286.SZ', '002511.SZ', '601006.SH', '601939.SH', '600376.SH', '300099.SZ', '300253.SZ', '000967.SZ', '300188.SZ', '000525.SZ', '300214.SZ', '000697.SZ', '300211.SZ', '600584.SH', '000596.SZ', '600800.SH', '601919.SH', '600835.SH', '600642.SH', '601186.SH', '600009.SH', '600416.SH', '300126.SZ', '000983.SZ', '600027.SH', '002001.SZ', '300220.SZ', '601336.SH', '300280.SZ', '000719.SZ', '002063.SZ', '002164.SZ', '600729.SH', '600258.SH', '000812.SZ', '300257.SZ', '002138.SZ', '000528.SZ', '601519.SH', '002039.SZ', '000592.SZ', '000880.SZ', '002123.SZ', '300119.SZ', '600000.SH', '600873.SH', '300106.SZ', '300283.SZ', '600769.SH', '002022.SZ', '002065.SZ', '600886.SH', '300105.SZ', '300029.SZ', '600019.SH', '000898.SZ', '000715.SZ', '000600.SZ', '600155.SH', '002042.SZ', '600008.SH', '601009.SH', '300233.SZ', '600795.SH', '600498.SH', '600130.SH', '000966.SZ', '002015.SZ', '000916.SZ', '300080.SZ', '000753.SZ', '300276.SZ', '601872.SH', '000001.SZ', '300202.SZ', '600422.SH', '300218.SZ', '600651.SH', '300110.SZ', '600811.SH', '300114.SZ', '601898.SH', '002485.SZ', '600884.SH', '000826.SZ', '300270.SZ', '601857.SH', '601818.SH', '600577.SH', '002336.SZ', '002175.SZ', '600267.SH', '002450.SZ', '002127.SZ', '000063.SZ', '000581.SZ', '600704.SH', '601158.SH', '600664.SH', '002314.SZ', '600137.SH', '600580.SH', '000825.SZ', '600628.SH', '002572.SZ', '002440.SZ', '600726.SH', '300219.SZ', '002583.SZ', '000951.SZ', '600015.SH', '600250.SH', '600269.SH', '000661.SZ', '002424.SZ', '600600.SH', '000811.SZ', '000919.SZ', '600353.SH', '300291.SZ', '601988.SH']"
2012-04-09,"['600223.SH', '300283.SZ', '300097.SZ', '002262.SZ', '300024.SZ', '300232.SZ', '300211.SZ', '300134.SZ', '300275.SZ', '300029.SZ', '300010.SZ', '002475.SZ', '600276.SH', '600271.SH', '002113.SZ', '002293.SZ', '600812.SH', '002474.SZ', '002312.SZ', '300020.SZ', '002277.SZ', '300080.SZ', '002157.SZ', '300233.SZ', '002250.SZ', '600751.SH', '002036.SZ', '002211.SZ', '600292.SH', '300015.SZ', '600535.SH', '002591.SZ', '002164.SZ', '600887.SH', '600805.SH', '002568.SZ', '300205.SZ', '300182.SZ', '002013.SZ', '600258.SH', '600729.SH', '601628.SH', '300040.SZ', '300220.SZ', '600764.SH', '600703.SH', '000691.SZ', '002255.SZ', '300070.SZ', '002281.SZ', '600309.SH', '300116.SZ', '600587.SH', '300164.SZ', '600376.SH', '002069.SZ', '000966.SZ', '300006.SZ', '600763.SH', '002511.SZ', '000420.SZ', '600252.SH', '600710.SH', '601318.SH', '601100.SH', '600800.SH', '000030.SZ', '601601.SH', '600327.SH', '600372.SH', '002147.SZ', '002216.SZ', '000953.SZ', '300144.SZ', '002065.SZ', '000596.SZ', '002327.SZ', '002042.SZ', '600547.SH', '000733.SZ', '600135.SH', '300119.SZ', '601390.SH', '000963.SZ', '300196.SZ', '002442.SZ', '300237.SZ', '000538.SZ', '300253.SZ', '300027.SZ', '002435.SZ', '002001.SZ', '002610.SZ', '300106.SZ', '000656.SZ', '300082.SZ', '300062.SZ', '600704.SH', '002138.SZ', '600016.SH', '002230.SZ', '000697.SZ', '300165.SZ', '601288.SH', '300204.SZ', '600422.SH', '600769.SH', '600036.SH', '300280.SZ', '600130.SH', '300207.SZ', '300242.SZ', '000821.SZ', '300076.SZ', '600416.SH', '002191.SZ', '002370.SZ', '000525.SZ', '002609.SZ', '000869.SZ', '000967.SZ', '000726.SZ', '600050.SH', '601398.SH', '300126.SZ', '300188.SZ', '601328.SH', '300290.SZ', '002345.SZ', '600027.SH', '600537.SH', '000983.SZ', '300249.SZ', '300124.SZ', '600747.SH', '600900.SH', '600893.SH', '000600.SZ', '002535.SZ', '600694.SH', '300130.SZ', '300099.SZ', '002653.SZ', '600203.SH', '601006.SH', '600880.SH', '000856.SZ', '600559.SH', '000415.SZ', '000719.SZ', '600028.SH', '002039.SZ', '600884.SH', '601336.SH', '600000.SH', '002436.SZ', '600584.SH', '600009.SH', '600022.SH', '600827.SH', '600642.SH', '300121.SZ', '600539.SH', '002588.SZ', '300214.SZ', '601939.SH', '000922.SZ', '002063.SZ', '300219.SZ', '000880.SZ', '000919.SZ', '002123.SZ', '002572.SZ', '002440.SZ', '600267.SH', '600008.SH', '600568.SH', '600835.SH', '601919.SH', '300110.SZ', '600076.SH', '601158.SH', '300105.SZ', '600577.SH', '000812.SZ', '000753.SZ', '002022.SZ', '600048.SH', '600306.SH', '002647.SZ', '000916.SZ', '600726.SH', '600682.SH', '300238.SZ', '600498.SH', '300270.SZ', '600406.SH', '601899.SH', '000022.SZ', '601818.SH', '601857.SH', '002015.SZ', '601009.SH', '002422.SZ', '002405.SZ', '000069.SZ', '000063.SZ', '002586.SZ', '300173.SZ', '000001.SZ', '600403.SH', '600155.SH', '601898.SH', '601258.SH', '300145.SZ']"
2012-04-16,"['002069.SZ', '600223.SH', '300010.SZ', '300097.SZ', '300283.SZ', '002262.SZ', '300232.SZ', '002475.SZ', '300211.SZ', '300134.SZ', '300275.SZ', '300029.SZ', '300205.SZ', '002281.SZ', '600812.SH', '002123.SZ', '002312.SZ', '600887.SH', '300024.SZ', '002113.SZ', '600805.SH', '600703.SH', '300040.SZ', '002230.SZ', '002251.SZ', '601100.SH', '600271.SH', '300080.SZ', '300233.SZ', '600751.SH', '300237.SZ', '002637.SZ', '600729.SH', '000963.SZ', '300062.SZ', '002157.SZ', '300182.SZ', '002442.SZ', '002474.SZ', '002036.SZ', '600880.SH', '002416.SZ', '300049.SZ', '300253.SZ', '600276.SH', '002293.SZ', '600422.SH', '002511.SZ', '300230.SZ', '000922.SZ', '600686.SH', '300165.SZ', '000596.SZ', '600535.SH', '300119.SZ', '300164.SZ', '002641.SZ', '600612.SH', '002211.SZ', '002164.SZ', '600376.SH', '300020.SZ', '600135.SH', '002255.SZ', '002559.SZ', '300144.SZ', '300195.SZ', '300106.SZ', '600309.SH', '002572.SZ', '300281.SZ', '002610.SZ', '300242.SZ', '600299.SH', '600764.SH', '300219.SZ', '600203.SH', '600327.SH', '600785.SH', '000420.SZ', '600022.SH', '601390.SH', '300121.SZ', '000953.SZ', '300070.SZ', '300015.SZ', '300280.SZ', '000691.SZ', '601628.SH', '300220.SZ', '002304.SZ', '600292.SH', '002140.SZ', '002129.SZ', '600800.SH', '002397.SZ', '600827.SH', '002039.SZ', '002001.SZ', '600897.SH', '600406.SH', '600252.SH', '002042.SZ', '002647.SZ', '600258.SH', '300290.SZ', '600704.SH', '000655.SZ', '002013.SZ', '600416.SH', '600537.SH', '002609.SZ', '300207.SZ', '300126.SZ', '601601.SH', '000030.SZ', '600763.SH', '002457.SZ', '002250.SZ', '601669.SH', '002595.SZ', '002016.SZ', '000967.SZ', '300116.SZ', '300249.SZ', '600403.SH', '000811.SZ', '600742.SH', '600207.SH', '600694.SH', '002065.SZ', '000525.SZ', '000600.SZ', '300105.SZ', '300110.SZ', '002327.SZ', '600401.SH', '002277.SZ', '002147.SZ', '300096.SZ', '002533.SZ', '002405.SZ', '000932.SZ', '002436.SZ', '002440.SZ', '002400.SZ', '002586.SZ', '600050.SH', '000961.SZ', '000733.SZ', '002216.SZ', '600900.SH', '002041.SZ', '000697.SZ', '000607.SZ', '601318.SH', '000726.SZ', '002022.SZ', '300056.SZ', '300173.SZ', '601857.SH', '002241.SZ', '002651.SZ', '002191.SZ', '000538.SZ', '000869.SZ', '600306.SH', '300196.SZ', '002244.SZ', '002268.SZ', '300027.SZ', '300277.SZ', '002588.SZ', '600893.SH', '002152.SZ', '300130.SZ', '601288.SH', '600060.SH', '600559.SH', '300188.SZ', '600710.SH', '600673.SH', '002450.SZ', '600000.SH', '601899.SH', '000656.SZ', '002340.SZ', '300289.SZ', '600036.SH', '300199.SZ', '002574.SZ', '002653.SZ', '300147.SZ', '600519.SH', '601006.SH', '600642.SH', '600596.SH', '300227.SZ', '601328.SH', '002254.SZ', '002561.SZ', '300276.SZ', '002029.SZ', '601398.SH', '002603.SZ', '300091.SZ', '000595.SZ', '600019.SH', '600066.SH', '600004.SH', '600009.SH', '300100.SZ', '002535.SZ', '600868.SH']"
2012-04-23,"['002069.SZ', '600223.SH', '300010.SZ', '300097.SZ', '002442.SZ', '300029.SZ', '300275.SZ', '000887.SZ', '300283.SZ', '002637.SZ', '300205.SZ', '600887.SH', '300211.SZ', '002123.SZ', '000423.SZ', '300232.SZ', '600416.SH', '300040.SZ', '002251.SZ', '600703.SH', '002511.SZ', '002230.SZ', '300080.SZ', '002281.SZ', '002610.SZ', '002416.SZ', '300242.SZ', '600805.SH', '300237.SZ', '300182.SZ', '002632.SZ', '600778.SH', '002164.SZ', '300134.SZ', '300119.SZ', '002036.SZ', '300289.SZ', '600812.SH', '300230.SZ', '300233.SZ', '600751.SH', '002475.SZ', '300281.SZ', '300062.SZ', '600422.SH', '002293.SZ', '300106.SZ', '600742.SH', '002430.SZ', '300219.SZ', '600880.SH', '300070.SZ', '000030.SZ', '600060.SH', '600299.SH', '300249.SZ', '000596.SZ', '002312.SZ', '002113.SZ', '000039.SZ', '600729.SH', '600022.SH', '000587.SZ', '600252.SH', '002353.SZ', '002039.SZ', '002129.SZ', '300290.SZ', '002013.SZ', '300220.SZ', '300116.SZ', '601877.SH', '600203.SH', '601933.SH', '300121.SZ', '300024.SZ', '000927.SZ', '000961.SZ', '002647.SZ', '300049.SZ', '601100.SH', '002042.SZ', '300207.SZ', '600207.SH', '600612.SH', '600376.SH', '600785.SH', '600570.SH', '002559.SZ', '002304.SZ', '002140.SZ', '300253.SZ', '002474.SZ', '600535.SH', '600529.SH', '600306.SH', '300280.SZ', '300196.SZ', '002405.SZ', '600076.SH', '300056.SZ', '002533.SZ', '002588.SZ', '300144.SZ', '600800.SH', '300260.SZ', '300227.SZ', '300276.SZ', '002340.SZ', '300126.SZ', '000691.SZ', '600258.SH', '002001.SZ', '600309.SH', '002440.SZ', '002574.SZ', '002065.SZ', '601390.SH', '600686.SH', '000715.SZ', '000932.SZ', '000963.SZ', '000922.SZ', '300015.SZ', '000967.SZ', '002410.SZ', '002612.SZ', '300086.SZ', '000545.SZ', '002327.SZ', '000550.SZ', '002609.SZ', '000655.SZ', '002648.SZ', '600403.SH', '300189.SZ', '002408.SZ', '002469.SZ', '002641.SZ', '300147.SZ', '300110.SZ', '002653.SZ', '002147.SZ', '300035.SZ', '300195.SZ', '300096.SZ', '600897.SH', '600537.SH', '300027.SZ', '000917.SZ', '002157.SZ', '002255.SZ', '600707.SH', '000607.SZ', '600723.SH', '000525.SZ', '000651.SZ', '000595.SZ', '300042.SZ', '002154.SZ', '002640.SZ', '600568.SH', '600539.SH', '002052.SZ', '600763.SH', '600827.SH', '000726.SZ', '002191.SZ', '002309.SZ', '600406.SH', '600327.SH', '000635.SZ', '300100.SZ', '601857.SH', '300243.SZ', '002572.SZ', '000838.SZ', '300168.SZ', '600377.SH', '002450.SZ', '600271.SH', '600335.SH', '002037.SZ', '300145.SZ', '600900.SH', '002068.SZ', '002436.SZ', '300212.SZ', '002268.SZ', '300257.SZ', '002016.SZ', '600559.SH', '002377.SZ', '300130.SZ', '002421.SZ', '300050.SZ', '600673.SH', '300245.SZ', '600365.SH', '000856.SZ', '601006.SH', '002262.SZ', '002457.SZ', '600231.SH', '002651.SZ', '002029.SZ', '600870.SH', '002638.SZ', '600292.SH', '002244.SZ', '300241.SZ', '000528.SZ', '000069.SZ', '002254.SZ']"
